Location,CURRENT PLATE,OWNER / Operator,VEHICLE YEAR,Vehicle year +20,Euro Class,NZTA Registered TARE Weight,NZTA MAKE MODEL SUBMODEL,Vehicle ID,Include/Exclude
Christchurch,DNW588,Go Bus,2006,2026,EURO III,9840,FACTORY BUILT MAN 18.223,847,Include
Christchurch,ECC999,Go Bus,2007,2027,EURO III,8530,MAN 16.223 ,2060,Include
Christchurch,ECN844,Go Bus,2007,2027,EURO III,8520,MAN 16.223 ,2061,Include
Christchurch,ECN848,Go Bus,2007,2027,EURO III,8660,MAN 16.223 ,2062,Include
Christchurch,ECN854,Go Bus,2007,2027,EURO III,8620,MAN 16.223 ,2063,Include
Christchurch,ECN856,Go Bus,2007,2027,EURO III,8520,MAN 16.223 ,2064,Include
Christchurch,EDE850,Ritchies Transport,2007,2027,EURO III,9970,MAN 18.223 ,710,Include
Christchurch,EDE851,Ritchies Transport,2007,2027,EURO III,9770,MAN 18.223 ,711,Include
Christchurch,FAS903,Ritchies Transport,2009,2029,EURO IV,10550,MAN 18.280 H0CL/E4,950,Include
Christchurch,FAS904,Ritchies Transport,2009,2029,EURO IV,10550,MAN 18.280 HOCL/E4,951,Include
Christchurch,FAS905,Ritchies Transport,2009,2029,EURO IV,10550,MAN 18.280 HOCL/E4,952,Include
Christchurch,FAS906,Ritchies Transport,2009,2029,EURO IV,10550,MAN 18.280 HOCL/E4,953,Include
Christchurch,FAS921,Ritchies Transport,2009,2029,EURO IV,10550,MAN 18.280 HOCL/E4,957,Include
Christchurch,FAS922,Ritchies Transport,2009,2029,EURO IV,10550,MAN 18.280 HOCL/E4,954,Include
Christchurch,FAS923,Ritchies Transport,2009,2029,EURO IV,10550,MAN 18.280 HOCL/E4,955,Include
Christchurch,FAS924,Ritchies Transport,2009,2029,EURO IV,10550,MAN 18.280 HOCL/E4,956,Include
Christchurch,FAS937,Ritchies Transport,2009,2029,EURO IV,10550,MAN 18.280 HOCL/E4,958,Include
Christchurch,FAS938,Ritchies Transport,2009,2029,EURO IV,10550,MAN 18.280 HOCL/E4,959,Include
Christchurch,FAS939,Ritchies Transport,2009,2029,EURO IV,10550,MAN 18.280 HOCL/E4,960,Include
Christchurch,FAS940,Ritchies Transport,2009,2029,EURO IV,10550,MAN 18.280 HOCL/E4,961,Include
Christchurch,FBW707,Go Bus,2009,2029,EURO IV,9310,MAN 16.240 HOCL/E4,2200,Include
Christchurch,FBW708,Go Bus,2009,2029,EURO IV,9310,MAN 16.240 HOCL/E4,2203,Include
Christchurch,FBW709,Go Bus,2009,2029,EURO IV,9310,MAN 16.240 HOCL/E4,2202,Include
Christchurch,FBW710,Go Bus,2009,2029,EURO IV,9310,MAN 16.240 HOCL/E4,2201,Include
Christchurch,FBW715,Go Bus,2009,2029,EURO IV,9310,MAN 16.240 HOCL/E4,2204,Include
Christchurch,FBW716,Go Bus,2009,2029,EURO IV,9310,MAN 16.240 HOCL/E4,2205,Include
Christchurch,FBW720,Go Bus,2009,2029,EURO IV,9310,MAN 16.240 HOCL/E4,2206,Include
Christchurch,FBW721,Go Bus,2009,2029,EURO IV,9310,MAN 16.240 HOCL/E4,2207,Include
Christchurch,FBW722,Go Bus,2009,2029,EURO IV,9310,MAN 16.240 HOCL/E4,2209,Include
Christchurch,FBW725,Go Bus,2009,2029,EURO IV,10550,MAN 18.280 HOCL/E4,2208,Include
Christchurch,FBW729,Ritchies Transport,2009,2029,EURO IV,10550,MAN 18.280 HOCL/E4,962,Include
Christchurch,FBW768,Go Bus,2009,2029,EURO IV,9220,MAN 16.240 HOCL/E4,2210,Include
Christchurch,FBW769,Go Bus,2009,2029,EURO IV,9190,MAN 16.240 HOCL/E4,2211,Include
Christchurch,FBW770,Go Bus,2009,2029,EURO IV,9230,MAN 16.240 HOCL/E4,2212,Include
Christchurch,FBW771,Go Bus,2009,2029,EURO IV,9240,MAN 16.240 HOCL/E4,2213,Include
Christchurch,FBW777,Ritchies Transport,2009,2029,EURO IV,9310,MAN 16.280 HOCL/E4,900,Include
Christchurch,FBW780,Ritchies Transport,2009,2029,EURO IV,9310,MAN 16.280 HOCL/E4,901,Include
Christchurch,FDD181,Ritchies Transport,2009,2029,EURO IV,9310,MAN 16.280 HOCL/E4,902,Include
Christchurch,FDD182,Ritchies Transport,2009,2029,EURO IV,9310,MAN 16.280 HOCL/E4,903,Include
Christchurch,FDD183,Ritchies Transport,2009,2029,EURO IV,9310,MAN 16.280 HOCL/E4,904,Include
Christchurch,FDD184,Ritchies Transport,2009,2029,EURO IV,9310,MAN 16.280 HOCL/E4,905,Include
Christchurch,FDD189,Go Bus,2009,2029,EURO IV,9200,MAN 16.240 HOCL/E4,2214,Include
Christchurch,FDD190,Go Bus,2009,2029,EURO IV,9290,MAN 16.240 HOCL/E4,2215,Include
Christchurch,FDD191,Go Bus,2009,2029,EURO IV,9400,MAN 16.240 HOCL/E4,2216,Include
Christchurch,FDD192,Go Bus,2009,2029,EURO IV,9210,MAN 16.240 HOCL/E4,2218,Include
Christchurch,FDD193,Go Bus,2009,2029,EURO IV,9230,MAN 16.240 HOCL/E4,2217,Include
Christchurch,FDD194,Go Bus,2009,2029,EURO IV,9370,MAN 16.240 HOCL/E4,2219,Include
Christchurch,FDD195,Go Bus,2009,2029,EURO IV,9290,MAN 16.240 HOCL/E4,2220,Include
Christchurch,FDD196,Go Bus,2009,2029,EURO IV,9260,MAN 16.240 HOCL/E4,2221,Include
Christchurch,FDD222,Ritchies Transport,2009,2029,EURO IV,9440,MAN 16.280 HOCL/E4,906,Include
Christchurch,FDD223,Ritchies Transport,2009,2029,EURO IV,9350,MAN 16.280 HOCL/E4,907,Include
Christchurch,FDD232,Ritchies Transport,2009,2029,EURO IV,9310,MAN 16.280 HOCL/E4,908,Include
Christchurch,FDD233,Ritchies Transport,2009,2029,EURO IV,9480,MAN 16.280 HOCL/E4,909,Include
Christchurch,FDD234,Ritchies Transport,2009,2029,EURO IV,9310,MAN 16.280 HOCL-E4,910,Include
Christchurch,FJQ585,Go Bus,2010,2030,EURO IV,11920,FACTORY BUILT ZHONGTONG LCK6126HC,848,Include
Christchurch,FQD577,Go Bus,2010,2030,EURO IV,9700,FACTORY BUILT SUNLONG KIWI,2251,Include
Christchurch,FQD593,Go Bus,2010,2030,EURO IV,9900,FACTORY BUILT ZHONGTONG LCK6112G,819,Include
Christchurch,FQD598,Go Bus,2010,2030,EURO IV,11800,FACTORY BUILT ZHONGTONG LCK6126HG,826,Include
Christchurch,FQD606,Go Bus,2010,2030,EURO IV,9900,FACTORY BUILT ZHONGTONG LCK6112G,817,Include
Christchurch,FQD609,Go Bus,2010,2030,EURO IV,9900,FACTORY BUILT ZHONGTONG LCK6112G,820,Include
Christchurch,FQD612,Go Bus,2010,2030,EURO IV,9900,FACTORY BUILT ZHONGTONG LCK6112G,818,Include
Christchurch,FQD659,Go Bus,2010,2030,EURO IV,9100,MAN 16.240 HOCL/E4,2222,Include
Christchurch,FRR603,Go Bus,2011,2031,EURO IV,10060,MAN 16.240 HOCL/E4,2223,Include
Christchurch,FRR621,Go Bus,2011,2031,EURO IV,9100,MAN 16.240 HOCL/E4,2224,Include
Christchurch,FRR716,Go Bus,2011,2031,EURO IV,9060,MAN 16.240 HOCL/E4,2236,Include
Christchurch,FSS642,Go Bus,2011,2031,EURO IV,9100,MAN 16.240 HOCL/E4,2238,Include
Christchurch,FSS674,Go Bus,2011,2031,EURO IV,9100,MAN 16.240 HOCL/E4,2237,Include
Christchurch,FTK870,Go Bus,2011,2031,EURO IV,9140,MAN 16.240 HOCL/E4,2243,Include
Christchurch,FTY802,Go Bus,2011,2031,EURO IV,9100,MAN 16.240 HOCL/E4,2225,Include
Christchurch,FTY876,Ritchies Transport,2011,2031,EURO IV,9240,MAN 16.280 HOCL/E4,911,Include
Christchurch,FWB491,Go Bus,2011,2031,EURO IV,9060,MAN 16.240 HOCL/E4,2226,Include
Christchurch,FWB505,Go Bus,2011,2031,EURO IV,9100,MAN 16.240 HOCL/E4,2227,Include
Christchurch,FWB536,Go Bus,2011,2031,EURO IV,9100,MAN 16.240 HOCL/E4,2244,Include
Christchurch,FZF720,Go Bus,2011,2031,EURO IV,10440,MAN 18.280 HOCL/E4 A80,2228,Include
Christchurch,FZF770,Go Bus,2011,2031,EURO IV,10440,MAN 18.280 HOCL/E4,2229,Include
Christchurch,GBC495,Go Bus,2011,2031,EURO IV,10440,MAN 18.280 HOCL/E4,2245,Include
Christchurch,GBC542,Go Bus,2011,2031,EURO IV,10440,MAN 18.280 HOCL/E4,2246,Include
Christchurch,GBT921,Go Bus,2011,2031,EURO IV,10440,MAN 18.280 HOCL/E4,2247,Include
Christchurch,GBT945,Go Bus,2011,2031,EURO IV,10440,MAN 18.280 HOCL/E4,2230,Include
Christchurch,GBT973,Ritchies Transport,2011,2031,EURO IV,9100,MAN 16.280 HOCL/E4,912,Include
Christchurch,GBT980,Go Bus,2011,2031,EURO IV,10440,MAN 18.280 HOCL/E4,2231,Include
Christchurch,GCN675,Go Bus,2011,2031,EURO IV,10440,MAN 18.280 HOCL/E4,2248,Include
Christchurch,GCN694,Go Bus,2011,2031,EURO IV,10440,MAN 18.280 HOCL/E4,2232,Include
Christchurch,GCN794,Go Bus,2011,2031,EURO V,9060,MAN 16.250 HOCL/E5,2234,Include
Christchurch,GDK248,Go Bus,2011,2031,EURO V,9060,MAN 16.250 HOCL/E5,2235,Include
Christchurch,GDK272,Ritchies Transport,2011,2031,EURO IV,9060,MAN 16.280 HOCL/E4,913,Include
Christchurch,GEE576,Go Bus,2012,2032,EURO V,9100,MAN 16.250 HOCL/E5,2249,Include
Christchurch,GEE587,Go Bus,2012,2032,EURO V,9100,MAN 16.250 HOCL/E5,2250,Include
Christchurch,GFE884,Ritchies Transport,2012,2032,EURO IV,9400,MAN 16.280 HOCL/E4,914,Include
Christchurch,GFE886,Ritchies Transport,2012,2032,EURO IV,9400,MAN 16.280 QOCL/E4,915,Include
Christchurch,GFE895,Ritchies Transport,2012,2032,EURO IV,9400,MAN 16.280 HOCL/E4,916,Include
Christchurch,GFE909,Ritchies Transport,2012,2032,EURO IV,9400,MAN 16.280 HOCL/E4,917,Include
Christchurch,GFE937,Ritchies Transport,2012,2032,EURO IV,9400,MAN 16.280 HOCL/E4,919,Include
Christchurch,GGC200,Ritchies Transport,2012,2032,EURO IV,10880,MAN 18.280 HOCL/E4,974,Include
Christchurch,GGC212,Ritchies Transport,2012,2032,EURO IV,9400,MAN 16.280 H0CL/E4,918,Include
Christchurch,GGU881,Ritchies Transport,2012,2032,EURO IV,10880,MAN 18.280 HOCL/E4,975,Include
Christchurch,GGU888,Ritchies Transport,2012,2032,EURO IV,13100,SCANIA K280 UB6X24LB,976,Include
Christchurch,GGU894,Ritchies Transport,2012,2032,EURO IV,13100,SCANIA K280 UB6X24LB,977,Include
Christchurch,GGU902,Ritchies Transport,2012,2032,EURO IV,13100,SCANIA K280 UB6X2LB,978,Include
Christchurch,GGU908,Ritchies Transport,2012,2032,EURO IV,13100,SCANIA K280 UB6X24LB,979,Include
Christchurch,GHY266,Go Bus,2012,2032,EURO V,10560,VOLVO B7R L,865,Include
Christchurch,GKA285,Go Bus,2012,2032,EURO V,10560,VOLVO B7RLE ,866,Include
Christchurch,GKA304,Ritchies Transport,2012,2032,EURO IV,13100,SCANIA K280 UB6X2,980,Include
Christchurch,GRT402,Go Bus,2008,2028,EURO IV,9580,MAN 14.240 ,1010,Include
Christchurch,GRT407,Go Bus,2008,2028,EURO IV,9580,MAN 14.240 HOCL,1006,Include
Christchurch,GRU464,Go Bus,2008,2028,EURO IV,9100,MAN 14.240 BUS,1012,Include
Christchurch,GRU465,Go Bus,2007,2027,EURO IV,9100,MAN 14.240 BUS,1007,Include
Christchurch,GRU466,Go Bus,2007,2027,EURO IV,9260,MAN 14.240 ,1008,Include
Christchurch,GRU467,Go Bus,2008,2028,EURO IV,9200,MAN 14.240 BUS,1009,Include
Christchurch,GRU469,Go Bus,2008,2028,EURO IV,9100,MAN 14.240 BUS,1005,Include
Christchurch,GWB434,Go Bus,2008,2028,EURO IV,9180,MAN 14.240 ,1013,Include
Christchurch,HKF947,Go Bus,2014,2034,EURO V,9620,MAN 16.250 HOCL/E5,1021,Include
Christchurch,HLB844,Go Bus,2014,2034,EURO V,9620,MAN 16.250 HOCL/E5,1022,Include
Christchurch,HLB891,Go Bus,2014,2034,EURO V,9620,MAN 16.250 HOCL,1024,Include
Christchurch,HLW776,Go Bus,2014,2034,EURO V,9620,MAN 16.250 HOCL,1025,Include
Christchurch,HLW802,Go Bus,2014,2034,EURO V,9620,MAN 16.250 HOGL,1023,Include
Christchurch,HQR219,Go Bus,2014,2034,EURO V,9620,MAN 16.250 HOCL,1027,Include
Christchurch,HQR255,Go Bus,2014,2034,EURO V,9620,MAN 16.250 HOCL/E5,1026,Include
Christchurch,HTR333,Go Bus,2014,2034,EURO V,10640,VOLVO B7RLE 4X2,1029,Include
Christchurch,JEY358,Go Bus,2015,2035,EURO V,9800,MAN 16.250 HOCLE5,1036,Include
Christchurch,JGB255,Go Bus,2015,2035,EURO V,9800,MAN 16.250 HOCL/E5,1033,Include
Christchurch,JGB278,Go Bus,2015,2035,EURO V,9800,MAN 16.250 HOCL/E5,1034,Include
Christchurch,JJA271,Go Bus,2015,2035,EURO V,10600,VOLVO B7RLE ,1041,Include
Christchurch,JJK525,Go Bus,2015,2035,EURO V,10600,VOLVO B7R LE,1042,Include
Christchurch,JKA827,Go Bus,2015,2035,EURO V,10600,VOLVO B7R LE,1043,Include
Christchurch,JKA854,Go Bus,2015,2035,EURO V,10600,VOLVO B7R LE,1044,Include
Christchurch,JKA879,Go Bus,2015,2035,EURO V,10600,VOLVO B7R LE,1045,Include
Christchurch,JML206,Go Bus,2016,2036,EURO V,10600,VOLVO B7R LE,1048,Include
Christchurch,JML207,Go Bus,2016,2036,EURO V,10600,VOLVO B7R LE,1047,Include
Christchurch,JML208,Go Bus,2016,2036,EURO V,10600,VOLVO B7R LE,1046,Include
Christchurch,JNZ63,Go Bus,2016,2036,EURO V,10600,VOLVO B7R LE,1049,Include
Christchurch,JPK246,Go Bus,2016,2036,EURO V,10600,VOLVO B7R LE,1050,Include
Christchurch,JQU585,Go Bus,2016,2036,EURO V,9660,MAN 16.250 HOCL/E5,1031,Include
Christchurch,JRN430,Go Bus,2016,2036,EURO V,9660,MAN 16.250 H0CL/E5,1032,Include
Christchurch,JUG112,Go Bus,2016,2036,EURO V,11060,MAN 18.290 HOCL/E5,1052,Include
Christchurch,JUG120,Go Bus,2016,2036,EURO V,11060,MAN 18.290 HOCL/E5,1053,Include
Christchurch,JUG154,Go Bus,2016,2036,EURO V,11060,MAN 18.290 HOCL/E5,1054,Include
Christchurch,JUG90,Go Bus,2016,2036,EURO V,11040,MAN 18.290 HOCL/E5,1051,Include
Christchurch,JUT783,Go Bus,2016,2036,EURO V,11060,MAN 18.290 HOCL/E5,1055,Include
Christchurch,JUT819,Go Bus,2016,2036,EURO V,11060,MAN 18.290 HOCL/E5,1056,Include
Christchurch,KAR685,Go Bus,2016,2036,EURO V,9480,MAN 15.250 A66,1064,Include
Christchurch,KAR686,Go Bus,2016,2036,EURO V,9480,MAN 15.250 A66,1068,Include
Christchurch,KBA671,Go Bus,2016,2036,EURO V,9300,MAN 16.250 HOCL/E5,1035,Include
Christchurch,KBA852,Go Bus,2016,2036,EURO V,9480,MAN 15.250 A66,1062,Include
Christchurch,KBA872,Go Bus,2016,2036,EURO V,9480,MAN 15.250 ,1070,Include
Christchurch,KBA873,Go Bus,2016,2036,EURO V,9480,MAN 15.250 A66,1069,Include
Christchurch,KBA874,Go Bus,2016,2036,EURO V,9480,MAN 15.250 A66,1065,Include
Christchurch,KBK346,Go Bus,2016,2036,EURO V,9480,MAN 15.250 ,1071,Include
Christchurch,KBK348,Go Bus,2016,2036,EURO V,9480,MAN 15.250 ,1061,Include
Christchurch,KBK362,Go Bus,2016,2036,EURO V,9480,MAN 15.250 A66,1067,Include
Christchurch,KBK368,Go Bus,2016,2036,EURO V,9480,MAN 15.250 A66,1066,Include
Christchurch,KDW234,Go Bus,2016,2036,EURO V,9530,MAN 15.250 A66,1080,Include
Christchurch,KEB922,Go Bus,2016,2036,EURO V,9530,MAN 15.250 A66,1081,Include
Christchurch,KEB941,Go Bus,2016,2036,EURO V,9480,MAN 15.250 A66,1076,Include
Christchurch,KEB948,Go Bus,2016,2036,EURO V,9530,MAN 15.250 A66,1079,Include
Christchurch,KEB966,Go Bus,2016,2036,EURO V,9480,MAN 15.250 A66,1074,Include
Christchurch,KEB967,Go Bus,2016,2036,EURO V,9530,MAN 15.250 A66,1077,Include
Christchurch,KEB968,Go Bus,2016,2036,EURO V,9480,MAN 15.250 A66,1072,Include
Christchurch,KEM281,Go Bus,2016,2036,EURO V,9480,MAN 15.250 A66,1075,Include
Christchurch,KEM302,Go Bus,2016,2036,EURO V,9480,MAN 15.250 A66,1078,Include
Christchurch,KEM320,Go Bus,2016,2036,EURO V,9480,MAN 15.250 A66,1073,Include
Christchurch,KZK1,Go Bus,2008,2028,EURO IV,9200,MAN 14.240 BUS,1011,Include
Christchurch,LCE235,Go Bus,2010,2030,EURO IV,9900,FACTORY BUILT ZHONGTONG LCK6112G,816,Include
Christchurch,LCJ164,Go Bus,2015,2035,EURO V,9800,MAN 16.250 HOCL/E5,1037,Include
Christchurch,LGK507,Go Bus,2014,2034,EURO V,10640,VOLVO B7RLE 4X2,1028,Include
Christchurch,MEK801,Ritchies Transport,2019,2039,EV,13060,ALEXANDER DENNIS ENVIRO 200 ,501,Include
Christchurch,MEK802,Ritchies Transport,2019,2039,EV,13040,ALEXANDER DENNIS ENVIRO 200 ,502,Include
Christchurch,MEK803,Ritchies Transport,2019,2039,EV,13005,ALEXANDER DENNIS ENVIRO 200 ,503,Include
Christchurch,MRB817,Go Bus,2016,2036,EURO V,9480,MAN 15.250 A66,1063,Include
Christchurch,MZC984,Go Bus,2020,2040,EURO V,11140,MAN 18.290 A94,5435,Include
Christchurch,MZC985,Go Bus,2020,2040,EURO VI,7960,MAN 14.250 A80,5301,Include
Christchurch,MZD16,Go Bus,2020,2040,EURO V,11140,MAN 18.290 A94,5436,Include
Christchurch,NAH290,Go Bus,2020,2040,EURO V,11140,MAN 18.290 A94,5437,Include
Christchurch,NCR749,Go Bus,2020,2040,EURO V,11140,MAN 18.290 HOCL/E5,5438,Include
Christchurch,NCR750,Go Bus,2020,2040,EURO V,11140,MAN 18.290 HOCL/E5,5439,Include
Christchurch,NCR754,Go Bus,2020,2040,EURO V,11140,MAN 18.290 HOCL/E5,5440,Include
Christchurch,NCR756,Go Bus,2020,2040,EURO V,11140,MAN 18.290 HOCL/E5,5441,Include
Christchurch,NCR758,Go Bus,2020,2040,EURO VI,10980,MAN 18.290 HOCL/E6,5451,Include
Christchurch,NCR759,Go Bus,2020,2040,EURO V,11140,MAN 18.290 HOCL/E5,5442,Include
Christchurch,NCR761,Go Bus,2020,2040,EURO V,11140,MAN 18.290 HOCL/E5,5443,Include
Christchurch,NDE304,Go Bus,2020,2040,EURO V,11140,MAN 18.290 HOCL/E5,5444,Include
Christchurch,NDE326,Go Bus,2020,2040,EURO VI,10980,MAN 18.290 HOCL/E6,5452,Include
Christchurch,NDE332,Go Bus,2020,2040,EURO VI,10980,MAN 18.290 HOCL/E6,5453,Include
Christchurch,NDZ633,Go Bus,2020,2040,EURO VI,10980,MAN 18.290 HOCL/E6,5455,Include
Christchurch,NDZ639,Go Bus,2020,2040,EURO VI,10980,MAN 18.290 HOCL/E6,5454,Include
Christchurch,NEK694,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 290,5467,Include
Christchurch,NEQ928,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 HOCL/E6,5456,Include
Christchurch,NEQ929,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 HOCL/E6,5457,Include
Christchurch,NEQ930,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 HOCL/E6,5458,Include
Christchurch,NEQ931,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 HOCL/E6,5459,Include
Christchurch,NEQ932,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 HOCL/E6,5460,Include
Christchurch,NEQ933,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 HOCL/E6,5461,Include
Christchurch,NEQ934,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 HOCL/E6,5462,Include
Christchurch,NEQ935,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 HOCL/E6,5463,Include
Christchurch,NEQ936,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 HOCL/E6,5464,Include
Christchurch,NEQ944,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 HOCL/E6,5465,Include
Christchurch,NEQ959,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 HOCL/E6,5466,Include
Christchurch,NEQ978,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 HOCL/E6,5469,Include
Christchurch,NFT916,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 A94,5471,Include
Christchurch,NFT917,Ritchies Transport,2021,2041,EURO V,10960,SCANIA K280 UB4X2LB,1598,Include
Christchurch,NJG370,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 HOCL/E6,5472,Include
Christchurch,NJG378,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 HOCL/E6,5474,Include
Christchurch,NGR234,Ritchies Transport,2015,2035,EURO V,10960,SCANIA K280 ,1595,Include
Christchurch,NGT744,Ritchies Transport,2015,2035,EURO V,10960,SCANIA K280 UB4X2LB,1599,Include
Christchurch,NHM46,Ritchies Transport,2021,2041,EURO V,10960,SCANIA K280 ,1596,Include
Christchurch,NHM50,Ritchies Transport,2015,2035,EURO V,10960,SCANIA K280 ,1597,Include
Christchurch,NJF228,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 A94,5473,Include
Christchurch,NJF229,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 A94,5475,Include
Christchurch,NJG369,Ritchies Transport,2021,2041,EURO V,10960,SCANIA K280 ,1600,Include
Christchurch,NJG404,Ritchies Transport,2021,2041,EURO V,10960,SCANIA K280 ,1601,Include
Christchurch,NKL854,Go Bus,2021,2041,EURO VI,10960,MAN 18.290 HOCL/E6,5476,Include
Christchurch,,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 HOCL/E6,5468,Include
Christchurch,,Go Bus,2021,2041,EURO VI,10980,MAN 18.290 HOCL/E6,5470,Include
Hamilton,BTL973,Go Bus,2004,2024,EURO III,8200,MAN 12.223 SLF,78,Include
Hamilton,CBU324,Go Bus,2004,2024,Unknown,7910,DESIGNLINE CITY BUS CBS,876,Include
Hamilton,GFR776,Go Bus,2012,2032,EURO IV,8700,ALEXANDER DENNIS ENVIRO 200 ,2032,Include
Hamilton,DMF971,Go Bus,2006,2026,EURO III,8820,MAN 16.223 ,195,Include
Hamilton,DMQ973,Go Bus,2006,2026,EURO III,8770,MAN 16.223 ,196,Include
Hamilton,DRE195,Go Bus,2007,2027,EURO III,8830,MAN 16.223 ,197,Include
Hamilton,DWP895,Go Bus,2007,2027,EURO III,9130,MAN 16.223 SLF,184,Include
Hamilton,DWP900,Go Bus,2007,2027,EURO III,9160,MAN 16.223 SLF,182,Include
Hamilton,DYL972,Go Bus,2007,2027,EURO III,9370,MAN 16.223 SLF,183,Include
Hamilton,DYL973,Go Bus,2007,2027,EURO III,9080,MAN 16.223 SLF,185,Include
Hamilton,EYB30,Go Bus,2009,2029,EURO IV,9490,MAN 16.240 H0CL/E4,782,Include
Hamilton,EYB31,Go Bus,2009,2029,EURO IV,9490,MAN 16.240 HOCL/E4,783,Include
Hamilton,EYB32,Go Bus,2009,2029,EURO IV,9610,MAN 16.240 HOCL/E4,784,Include
Hamilton,EYB33,Go Bus,2009,2029,EURO IV,9460,MAN 16.240 HOCL/E4,785,Include
Hamilton,EYB34,Go Bus,2009,2029,EURO IV,9460,MAN 16.240 HOCL/E4,786,Include
Hamilton,EYB5,Go Bus,2009,2029,EURO IV,12730,SCANIA K280 UB6X2LB,80,Include
Hamilton,EZD848,Go Bus,2009,2029,EURO IV,9460,MAN 16.240 HOCL/E4,788,Include
Hamilton,EZD849,Go Bus,2009,2029,EURO IV,9460,MAN 16.240 HOCL/E4,789,Include
Hamilton,EZD853,Go Bus,2009,2029,EURO IV,9550,MAN 16.240 HOCL/E4,790,Include
Hamilton,EZD859,Go Bus,2009,2029,EURO IV,9340,MAN 16.240 HOCL/E4,791,Include
Hamilton,EZD861,Go Bus,2009,2029,EURO IV,9340,MAN 16.240 H0CL/E4,793,Include
Hamilton,EZD862,Go Bus,2009,2029,EURO IV,9340,MAN 16.240 HOCL/E4,794,Include
Hamilton,EZD866,Go Bus,2009,2029,EURO IV,9340,MAN 16.240 H0CL/E4,795,Include
Hamilton,EZD867,Go Bus,2009,2029,EURO IV,9600,MAN 16.240 H0CL/E4,796,Include
Hamilton,EZD868,Go Bus,2009,2029,EURO IV,9340,MAN 16.240 HOCL/E4,797,Include
Hamilton,FRR634,Go Bus,2011,2031,EURO IV,13020,SCANIA K280 UB6X2,554,Include
Hamilton,FRR635,Go Bus,2011,2031,EURO IV,13020,SCANIA K280 UB6X2,555,Include
Hamilton,FSS679,Go Bus,2011,2031,EURO IV,12880,SCANIA K280 UB6X2,556,Include
Hamilton,FSS680,Go Bus,2011,2031,EURO IV,12880,SCANIA K280 UB6X2,557,Include
Hamilton,GAJ492,Go Bus,2011,2031,EURO IV,9380,MAN 16.240 HOCL/E4,90,Include
Hamilton,GBC556,Go Bus,2011,2031,EURO IV,9630,MAN 16.240 HOCL/E4,799,Include
Hamilton,GBT918,Go Bus,2011,2031,EURO IV,9380,MAN 16.240 HOCL/E4,798,Include
Hamilton,GFK483,Go Bus,2012,2032,EURO IV,8700,ALEXANDER DENNIS ENVIRO 200 ,2035,Include
Hamilton,GFK498,Go Bus,2012,2032,EURO IV,8620,ALEXANDER DENNIS ENVIRO 200 ,2058,Include
Hamilton,GFK499,Go Bus,2012,2032,EURO IV,8700,ALEXANDER DENNIS ENVIRO 200 ,2032,Include
Hamilton,GFK500,Go Bus,2012,2032,EURO IV,8700,ALEXANDER DENNIS ENVIRO 200 ,2033,Include
Hamilton,GFR766,Go Bus,2012,2032,EURO IV,8630,ALEXANDER DENNIS ENVIRO 200 ,2059,Include
Hamilton,GQY632,Go Bus,2012,2032,US2004,4000,MITSUBISHI FUSO ROSA JCBE64D CITY AUTO,1015,Include
Hamilton,GYY491,Go Bus,2013,2033,EURO V,9420,MAN 16.250 H0CL/E5,922,Include
Hamilton,HAF572,Go Bus,2013,2033,EURO V,9620,MAN 16.250 HOCL/E5,923,Include
Hamilton,HBF983,Go Bus,2013,2033,EURO V,9620,MAN 16.250 HOCL/E5,924,Include
Hamilton,HDC789,Go Bus,2013,2033,EURO V,9620,MAN 16.250 A80,925,Include
Hamilton,HFK668,Go Bus,2014,2034,EURO V,9420,MAN 15.250 ,1102,Include
Hamilton,HFK669,Go Bus,2014,2034,EURO V,9420,MAN 15.250 HOCL/E5,1103,Include
Hamilton,HFK670,Go Bus,2014,2034,EURO V,9420,MAN 15.250 ,1101,Include
Hamilton,HFS241,Go Bus,2014,2034,EURO V,9420,MAN 15.250 ,1106,Include
Hamilton,HFS242,Go Bus,2014,2034,EURO V,9420,MAN 15.250 ,1109,Include
Hamilton,HFS243,Go Bus,2014,2034,EURO V,9420,MAN 15.250 ,1107,Include
Hamilton,HFS244,Go Bus,2014,2034,EURO V,9420,MAN 15.250 ,1108,Include
Hamilton,HFS245,Go Bus,2014,2034,EURO V,9420,MAN 15.250 ,1105,Include
